"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 26 14:41:03 GMT 2021","Sun Sep 26 14:41:04 GMT 2021","1639","","Github landing page","","","","I can navigate to github.com",""
