"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 26 19:16:38 GMT 2021","Sun Sep 26 19:16:40 GMT 2021","1944","","Github landing page","","","","I can navigate to github.com",""
